井名	小层名	砂顶	砂底	砂厚	有效厚度	孔隙度	渗透率	油饱和度
L10-19	S3_4-7	1074.3	1076.58	2.28	0.04	0.3	1.20E+02	0.723
L10-19	S3_4-7	1076.58	1078.86	2.28	0.04	0.3	1.20E+02	0.723
L10-19	S3_4-7	1078.86	1081.14	2.28	0.04	0.3	1.20E+02	0.723
L10-19	S3_4-7	1081.14	1083.42	2.28	0.04	0.3	1.20E+02	0.723
L10-19	S3_8	1083.42	1085.7	2.28	0.04	0.3	1.20E+02	0.723
L10-19	S3_9+10	1087.2	1088.2	1	0.4	0.3	8.00E+01	0.723
L10-19	S3_9+10	1088.2	1089.2	1	0.4	0.3	8.00E+01	0.723
L10-19	S3_9+10	1092.4	1092.95	0.55	0.55	0.3	1.20E+02	0.723
L10-19	S3_9+10	1092.95	1093.5	0.55	0.55	0.3	1.20E+02	0.723
L10-19	P1_1	1096.1	1097.65	1.55	0.8	0.3	4.60E+02	0.723
L10-19	P1_2	1097.65	1099.2	1.55	0.8	0.3	4.60E+02	0.723
L10-19	P1_2	1099.5	1099.8	0.3	0.3	0.3	1.00E+00	0.723
L10-19	P1_2	1104.2	1104.6	0.4	0.4	0.3	1.00E+00	0.723
L10-19	P1_7	1123.5	1124	0.5	0.5	0.3	7.00E+01	0.723
L10-19	P2_1-3	1131.4	1132.1	0.7	0.28	0.3	1.40E+02	0.723
L10-19	P2_1-3	1132.1	1132.8	0.7	0.28	0.3	1.40E+02	0.723
L10-19	P2_1-3	1132.8	1133.5	0.7	0.28	0.3	1.40E+02	0.723
L10-19	P2_4	1133.5	1134.2	0.7	0.28	0.3	1.40E+02	0.723
L10-19	P2_5+6	1135	1137.3	2.3	0.7	0.3	1.00E+02	0.723
L10-19	P2_5+6	1137.3	1139.6	2.3	0.7	0.3	1.00E+02	0.723
L10-19	P2_7-9	1141.8	1144.4	2.6	0.73	0.3	2.20E+02	0.723
L10-19	P2_7-9	1144.4	1147	2.6	0.73	0.3	2.20E+02	0.723
L10-19	P2_7-9	1147	1149.6	2.6	0.73	0.3	2.20E+02	0.723
L10-19	P2_10	1150.4	1151.6	1.2	1.2	0.3	1.00E+02	0.723
L10-19	G1_4+5	1166	1166.15	0.15	0	0.3	1.00E+00	0.723
L10-19	G1_4+5	1166.15	1166.3	0.15	0	0.3	1.00E+00	0.723
L10-19	G1_6+7	1170.4	1170.93	0.53	0.27	0.3	8.00E+01	0.723
L10-19	G1_6+7	1170.93	1171.47	0.53	0.27	0.3	8.00E+01	0.723
L10-19	G1_8	1171.47	1172	0.53	0.27	0.3	8.00E+01	0.723
L10-19	G1_9	1173	1174	1	0.2	0.3	1.00E+02	0.723
L10-19	G1_9	1174.5	1174.8	0.3	0.3	0.3	1.00E+00	0.723
L10-19	G1_14+15	1187	1187.5	0.5	0.25	0.3	9.00E+01	0.723
L10-19	G1_14+15	1187.5	1188	0.5	0.25	0.3	9.00E+01	0.723
L10-19	G1_18	1195.4	1195.6	0.2	0	0.3	1.00E+00	0.723
L10-19	G1_19	1199.1	1199.3	0.2	0	0.3	1.00E+00	0.723
L10-19	G1_20	1201	1201.2	0.2	0	0.3	1.00E+00	0.723
L10-19	G2_1+2	1204.7	1205.05	0.35	0.05	0.3	1.10E+02	0.723
L10-19	G2_1+2	1205.05	1205.4	0.35	0.05	0.3	1.10E+02	0.723
L10-19	G2_3	1210	1210.2	0.2	0	0.3	1.00E+00	0.723
L10-19	G2_5	1212.7	1213.4	0.7	0	0.3	1.00E+00	0.723
L10-19	G2_7	1217.5	1217.75	0.25	0	0.3	1.00E+00	0.723
L10-19	G2_8	1217.75	1218	0.25	0	0.3	1.00E+00	0.723
L10-19	G2_9	1218.6	1218.8	0.2	0.2	0.3	1.00E+00	0.723
L10-19	G2_9	1220.5	1220.8	0.3	0.3	0.3	1.00E+00	0.723
L10-19	G2_16	1234.5	1235.6	1.1	1.1	0.3	1.00E+00	0.723
L10-19	G2_16	1236	1237	1	1	0.3	1.00E+00	0.723
L10-19	G2_17	1237	1238	1	1	0.3	1.00E+00	0.723
L10-19	G2_18	1241.6	1241.8	0.2	0.2	0.3	1.00E+00	0.723
L10-19	G2_18	1243.8	1244	0.2	0.2	0.3	1.00E+00	0.723
L10-1901	S1_1	975.2	975.4	0.2	0	0.3	1.00E+00	0.723
L10-1901	S1_1	978.2	978.6	0.4	0.4	0.3	1.00E+00	0.723
L10-1901	S1_2	983.1	983.8	0.7	0.7	0.3	5.50E+01	0.723
L10-1901	S1_2	984.4	985.75	1.35	0.15	0.3	2.20E+02	0.723
L10-1901	S1_3	985.75	987.1	1.35	0.15	0.3	2.20E+02	0.723
L10-1901	S1_3	987.6	988.4	0.8	0.27	0.3	5.00E+02	0.723
L10-1901	S1_4+5	988.4	989.2	0.8	0.27	0.3	5.00E+02	0.723
L10-1901	S1_4+5	989.2	990	0.8	0.27	0.3	5.00E+02	0.723
L10-1901	S1_4+5	991.4	991.6	0.2	0.2	0.3	1.00E+00	0.723
L10-1901	S1_4+5	991.6	991.8	0.2	0.2	0.3	1.00E+00	0.723
L10-1901	S1_4+5	993.8	994.3	0.5	0.3	0.3	2.40E+02	0.723
L10-1901	S1_4+5	994.3	994.8	0.5	0.3	0.3	2.40E+02	0.723
L10-1901	S2_2+3	1015.4	1016.9	1.5	1.5	0.3	4.60E+02	0.723
L10-1901	S2_2+3	1016.9	1018.4	1.5	1.5	0.3	4.60E+02	0.723
L10-1901	S2_2+3	1019	1019.3	0.3	0	0.3	1.00E+00	0.723
L10-1901	S2_2+3	1019.3	1019.6	0.3	0	0.3	1.00E+00	0.723
L10-1901	S2_2+3	1020.5	1021.4	0.9	0.1	0.3	5.00E+02	0.723
L10-1901	S2_2+3	1021.4	1022.3	0.9	0.1	0.3	5.00E+02	0.723
L10-1901	S2_4	1023.8	1024.1	0.3	0.3	0.3	1.00E+00	0.723
L10-1901	S2_5+6	1028.4	1029.85	1.45	0.05	0.3	1.00E+02	0.723
L10-1901	S2_5+6	1029.85	1031.3	1.45	0.05	0.3	1.00E+02	0.723
L10-1901	S2_7+8	1031.3	1032.75	1.45	0.05	0.3	1.00E+02	0.723
L10-1901	S2_7+8	1032.75	1034.2	1.45	0.05	0.3	1.00E+02	0.723
L10-1901	S2_13+14	1047.8	1050	2.2	0.65	0.3	8.00E+01	0.723
L10-1901	S2_13+14	1050	1052.2	2.2	0.65	0.3	8.00E+01	0.723
L10-1901	S2_15+16	1057.1	1058.15	1.05	0.3	0.3	4.50E+01	0.723
L10-1901	S2_15+16	1058.15	1059.2	1.05	0.3	0.3	4.50E+01	0.723
L10-1901	S3_3	1068.9	1070.2	1.3	1.3	0.3	2.40E+02	0.723
L10-1901	S3_3	1070.7	1072	1.3	0.4	0.3	4.50E+01	0.723
L10-1901	S3_4-7	1073.2	1075.36	2.16	0.2	0.3	9.00E+01	0.723
L10-1901	S3_4-7	1075.36	1077.52	2.16	0.2	0.3	9.00E+01	0.723
L10-1901	S3_4-7	1077.52	1079.68	2.16	0.2	0.3	9.00E+01	0.723
L10-1901	S3_4-7	1079.68	1081.84	2.16	0.2	0.3	9.00E+01	0.723
L10-1901	S3_8	1081.84	1084	2.16	0.2	0.3	9.00E+01	0.723
L10-1901	S3_9+10	1086.6	1086.8	0.2	0.2	0.3	1.00E+00	0.723
L10-1901	S3_9+10	1086.8	1087	0.2	0.2	0.3	1.00E+00	0.723
L10-1901	S3_9+10	1087.4	1088	0.6	0.6	0.3	1.30E+02	0.723
L10-1901	S3_9+10	1088	1088.6	0.6	0.6	0.3	1.30E+02	0.723
L10-1901	S3_9+10	1090.6	1091.8	1.2	0.55	0.3	1.30E+02	0.723
L10-1901	S3_9+10	1091.8	1093	1.2	0.55	0.3	1.30E+02	0.723
L10-1901	P1_1	1096.6	1098.6	2	2	0.3	4.40E+02	0.723
L10-1901	P1_2	1102.1	1113.8	11.7	6.7	0.3	3.40E+02	0.723
L10-1901	P1_5+6	1114.7	1114.95	0.25	0.15	0.3	1.00E+00	0.723
L10-1901	P1_5+6	1114.95	1115.2	0.25	0.15	0.3	1.00E+00	0.723
L10-1901	P1_5+6	1118	1118.6	0.6	0.6	0.3	4.50E+01	0.723
L10-1901	P1_5+6	1118.6	1119.2	0.6	0.6	0.3	4.50E+01	0.723
L10-1901	P2_1-3	1125	1125.67	0.67	0.67	0.3	1.50E+02	0.723
L10-1901	P2_1-3	1125.67	1126.33	0.67	0.67	0.3	1.50E+02	0.723
L10-1901	P2_1-3	1126.33	1127	0.67	0.67	0.3	1.50E+02	0.723
L10-1901	P2_1-3	1130.5	1132.38	1.88	0.13	0.3	5.00E+01	0.723
L10-1901	P2_1-3	1132.38	1134.26	1.88	0.13	0.3	5.00E+01	0.723
L10-1901	P2_1-3	1134.26	1136.13	1.88	0.13	0.3	5.00E+01	0.723
L10-1901	P2_4	1136.13	1138.01	1.88	0.13	0.3	5.00E+01	0.723
L10-1901	P2_5+6	1138.01	1139.89	1.88	0.13	0.3	5.00E+01	0.723
L10-1901	P2_5+6	1139.89	1141.77	1.88	0.13	0.3	5.00E+01	0.723
L10-1901	P2_7-9	1141.77	1143.64	1.88	0.13	0.3	5.00E+01	0.723
L10-1901	P2_7-9	1143.64	1145.52	1.88	0.13	0.3	5.00E+01	0.723
L10-1901	P2_7-9	1145.52	1147.4	1.88	0.13	0.3	5.00E+01	0.723
L10-1901	G1_9	1172.4	1172.7	0.3	0.3	0.3	1.00E+00	0.723
L10-1901	G1_9	1173.2	1173.4	0.2	0	0.3	1.00E+00	0.723
L10-1901	G1_9	1173.8	1174.7	0.9	0.3	0.3	8.00E+01	0.723
L10-1901	G1_11+12	1180.6	1181.5	0.9	0.9	0.3	1.30E+02	0.723
L10-1901	G1_11+12	1181.5	1182.4	0.9	0.9	0.3	1.30E+02	0.723
L10-1901	G1_14+15	1185.6	1185.75	0.15	0	0.3	1.00E+00	0.723
L10-1901	G1_14+15	1185.75	1185.9	0.15	0	0.3	1.00E+00	0.723
L10-1901	G1_14+15	1186.4	1186.9	0.5	0.1	0.3	6.00E+01	0.723
L10-1901	G1_14+15	1186.9	1187.4	0.5	0.1	0.3	6.00E+01	0.723
L10-1901	G1_18	1196	1196.2	0.2	0.2	0.3	1.00E+00	0.723
L10-1901	G1_19	1197.8	1198.9	1.1	0.2	0.3	4.50E+01	0.723
L10-1901	G1_20	1198.9	1200	1.1	0.2	0.3	4.50E+01	0.723
L10-1901	G1_20	1201.2	1202.2	1	0.5	0.3	6.00E+01	0.723
L10-1901	G2_1+2	1204	1204.3	0.3	0.3	0.3	1.40E+02	0.723
L10-1901	G2_1+2	1204.3	1204.6	0.3	0.3	0.3	1.40E+02	0.723
L10-1901	G2_1+2	1206	1206.13	0.13	0.13	0.3	1.00E+00	0.723
L10-1901	G2_1+2	1206.13	1206.27	0.13	0.13	0.3	1.00E+00	0.723
L10-1901	G2_3	1206.27	1206.4	0.13	0.13	0.3	1.00E+00	0.723
L10-1901	G2_3	1208.6	1208.8	0.2	0.2	0.3	1.00E+00	0.723
L10-1901	G2_6	1213.4	1213.6	0.2	0.2	0.3	1.00E+00	0.723
L10-1901	G2_8	1216.3	1216.7	0.4	0.4	0.3	1.00E+00	0.723
L10-1901	G2_9	1217.8	1218	0.2	0.2	0.3	1.00E+00	0.723
L10-1901	G2_9	1218.6	1219	0.4	0.4	0.3	1.00E+00	0.723
L10-1901	G2_9	1219.5	1220.35	0.85	0.85	0.3	1.00E+00	0.723
L10-1901	G2_10	1220.35	1221.2	0.85	0.85	0.3	1.00E+00	0.723
L10-1901	G2_11	1221.8	1222.8	1	1	0.3	1.00E+00	0.723
L10-1901	G2_13	1224.7	1226.45	1.75	1.75	0.3	1.00E+00	0.723
L10-1901	G2_14	1226.45	1228.2	1.75	1.75	0.3	1.00E+00	0.723
L10-1901	G2_14	1229.6	1229.8	0.2	0.2	0.3	1.00E+00	0.723
L10-1901	G2_15	1231.6	1231.8	0.2	0.2	0.3	1.00E+00	0.723
L10-1901	G2_15	1232.4	1232.8	0.4	0.4	0.3	1.00E+00	0.723
L10-1901	G2_16	1234.6	1234.9	0.3	0.3	0.3	1.00E+00	0.723
L10-1901	G2_18	1238.9	1239.1	0.2	0.2	0.3	1.00E+00	0.723
L10-1901	G2_18	1239.4	1240.3	0.9	0.9	0.3	1.00E+00	0.723
L10-1902	S1_1	995.6	995.9	0.3	0.3	0.3	1.00E+00	0.723
L10-1902	S1_1	996.8	997	0.2	0.2	0.3	1.00E+00	0.723
L10-1902	S1_2	1000.4	1002.6	2.2	0.8	0.3	4.50E+01	0.723
L10-1902	S1_3	1005.4	1005.6	0.2	0.2	0.3	1.00E+00	0.723
L10-1902	S1_4+5	1007.3	1007.75	0.45	0.25	0.3	5.50E+01	0.723
L10-1902	S1_4+5	1007.75	1008.2	0.45	0.25	0.3	5.50E+01	0.723
L10-1902	S1_4+5	1009	1009.2	0.2	0.2	0.3	1.00E+00	0.723
L10-1902	S1_4+5	1009.2	1009.4	0.2	0.2	0.3	1.00E+00	0.723
L10-1902	S1_4+5	1010.8	1011	0.2	0.2	0.3	1.00E+00	0.723
L10-1902	S1_4+5	1011	1011.2	0.2	0.2	0.3	1.00E+00	0.723
L10-1902	S1_4+5	1012.4	1012.5	0.1	0	0.3	1.00E+00	0.723
L10-1902	S1_4+5	1012.5	1012.6	0.1	0	0.3	1.00E+00	0.723
L10-1902	S2_2+3	1033.4	1035.3	1.9	1.9	0.3	5.00E+02	0.723
L10-1902	S2_2+3	1035.3	1037.2	1.9	1.9	0.3	5.00E+02	0.723
L10-1902	S2_2+3	1038.8	1039.45	0.65	0.25	0.3	1.30E+02	0.723
L10-1902	S2_2+3	1039.45	1040.1	0.65	0.25	0.3	1.30E+02	0.723
L10-1902	S2_5+6	1044	1044.15	0.15	0.15	0.3	1.00E+00	0.723
L10-1902	S2_5+6	1044.15	1044.3	0.15	0.15	0.3	1.00E+00	0.723
L10-1902	S2_5+6	1045.2	1045.83	0.63	0.63	0.3	5.00E+02	0.723
L10-1902	S2_5+6	1045.83	1046.45	0.63	0.63	0.3	5.00E+02	0.723
L10-1902	S2_7+8	1046.45	1047.08	0.63	0.63	0.3	5.00E+02	0.723
L10-1902	S2_7+8	1047.08	1047.7	0.63	0.63	0.3	5.00E+02	0.723
L10-1902	S2_7+8	1048.7	1050.35	1.65	0.15	0.3	4.00E+01	0.723
L10-1902	S2_7+8	1050.35	1052	1.65	0.15	0.3	4.00E+01	0.723
L10-1902	S2_10+11	1058.2	1058.6	0.4	0.2	0.3	1.00E+00	0.723
L10-1902	S2_10+11	1058.6	1059	0.4	0.2	0.3	1.00E+00	0.723
L10-1902	S2_12	1065	1065.2	0.2	0.2	0.3	1.00E+00	0.723
L10-1902	S2_13+14	1069.4	1070.4	1	0.7	0.3	4.40E+02	0.723
L10-1902	S2_13+14	1070.4	1071.4	1	0.7	0.3	4.40E+02	0.723
L10-1902	S2_15+16	1075.6	1076	0.4	0	0.3	1.00E+00	0.723
L10-1902	S2_15+16	1076	1076.4	0.4	0	0.3	1.00E+00	0.723
L10-1902	S3_3	1085	1090.3	5.3	0.3	0.3	1.20E+02	0.723
L10-1902	S3_4-7	1097.3	1097.78	0.47	0.35	0.3	4.00E+02	0.723
L10-1902	S3_4-7	1097.78	1098.25	0.47	0.35	0.3	4.00E+02	0.723
L10-1902	S3_4-7	1098.25	1098.72	0.47	0.35	0.3	4.00E+02	0.723
L10-1902	S3_4-7	1098.72	1099.2	0.47	0.35	0.3	4.00E+02	0.723
L10-1902	S3_4-7	1099.6	1100.27	0.68	0.07	0.3	9.00E+01	0.723
L10-1902	S3_4-7	1100.27	1100.95	0.68	0.07	0.3	9.00E+01	0.723
L10-1902	S3_4-7	1100.95	1101.63	0.68	0.07	0.3	9.00E+01	0.723
L10-1902	S3_4-7	1101.63	1102.3	0.68	0.07	0.3	9.00E+01	0.723
L10-1902	S3_8	1103.6	1105.8	2.2	1.7	0.3	2.20E+02	0.723
L10-1902	S3_9+10	1109.6	1110.3	0.7	0.7	0.3	1.80E+02	0.723
L10-1902	S3_9+10	1110.3	1111	0.7	0.7	0.3	1.80E+02	0.723
L10-1902	P1_1	1114	1117	3	0.9	0.3	1.00E+02	0.723
L10-1902	P1_2	1117.6	1117.8	0.2	0.2	0.3	1.00E+00	0.723
L10-1902	P1_2	1122.2	1131.4	9.2	3.6	0.3	8.00E+01	0.723
L10-1902	P1_2	1132.8	1134.04	1.24	0.32	0.3	5.00E+02	0.723
L10-1902	P1_4	1134.04	1135.28	1.24	0.32	0.3	5.00E+02	0.723
L10-1902	P1_4	1135.28	1136.52	1.24	0.32	0.3	5.00E+02	0.723
L10-1902	P1_5+6	1136.52	1137.76	1.24	0.32	0.3	5.00E+02	0.723
L10-1902	P1_5+6	1137.76	1139	1.24	0.32	0.3	5.00E+02	0.723
L10-1902	P1_7	1141.6	1142	0.4	0	0.3	1.00E+00	0.723
L10-1902	P2_1-3	1144	1144.13	0.13	0.13	0.3	1.00E+00	0.723
L10-1902	P2_1-3	1144.13	1144.27	0.13	0.13	0.3	1.00E+00	0.723
L10-1902	P2_1-3	1144.27	1144.4	0.13	0.13	0.3	1.00E+00	0.723
L10-1902	P2_1-3	1148	1148.07	0.07	0.07	0.3	1.00E+00	0.723
L10-1902	P2_1-3	1148.07	1148.13	0.07	0.07	0.3	1.00E+00	0.723
L10-1902	P2_1-3	1148.13	1148.2	0.07	0.07	0.3	1.00E+00	0.723
L10-1902	P2_4	1151	1152.8	1.8	0.9	0.3	6.00E+01	0.723
L10-1902	P2_5+6	1153.2	1154.56	1.36	0.68	0.3	3.20E+02	0.723
L10-1902	P2_5+6	1154.56	1155.92	1.36	0.68	0.3	3.20E+02	0.723
L10-1902	P2_7-9	1155.92	1157.28	1.36	0.68	0.3	3.20E+02	0.723
L10-1902	P2_7-9	1157.28	1158.64	1.36	0.68	0.3	3.20E+02	0.723
L10-1902	P2_7-9	1158.64	1160	1.36	0.68	0.3	3.20E+02	0.723
L10-1902	P2_7-9	1160.4	1160.5	0.1	0.1	0.3	1.00E+00	0.723
L10-1902	P2_7-9	1160.5	1160.6	0.1	0.1	0.3	1.00E+00	0.723
L10-1902	P2_7-9	1160.6	1160.7	0.1	0.1	0.3	1.00E+00	0.723
L10-1902	P2_7-9	1161.4	1162.4	1	0.53	0.3	2.40E+02	0.723
L10-1902	P2_7-9	1162.4	1163.4	1	0.53	0.3	2.40E+02	0.723
L10-1902	P2_7-9	1163.4	1164.4	1	0.53	0.3	2.40E+02	0.723
L10-1902	P2_10	1168	1168.4	0.4	0.3	0.3	1.00E+00	0.723
L10-1902	P2_10	1171	1172	1	0.4	0.3	1.70E+02	0.723
L10-1902	G1_2+3	1176.8	1179.7	2.9	2.25	0.3	1.30E+02	0.723
L10-1902	G1_2+3	1179.7	1182.6	2.9	2.25	0.3	1.30E+02	0.723
L10-1902	G1_8	1189	1190.73	1.73	0.53	0.3	4.50E+01	0.723
L10-1902	G1_9	1190.73	1192.47	1.73	0.53	0.3	4.50E+01	0.723
L10-1902	G1_10	1192.47	1194.2	1.73	0.53	0.3	4.50E+01	0.723
L10-1902	G1_10	1195	1195.6	0.6	0.6	0.3	1.20E+02	0.723
L10-1902	G1_10	1196	1196.8	0.8	0.8	0.3	9.00E+01	0.723
L10-1902	G1_11+12	1200	1200.6	0.6	0.6	0.3	5.50E+01	0.723
L10-1902	G1_11+12	1200.6	1201.2	0.6	0.6	0.3	5.50E+01	0.723
L10-1902	G1_13	1204.8	1205.6	0.8	0.8	0.3	9.00E+01	0.723
L10-1902	G1_14+15	1205.6	1206.4	0.8	0.8	0.3	9.00E+01	0.723
L10-1902	G1_14+15	1206.4	1207.2	0.8	0.8	0.3	9.00E+01	0.723
L10-1902	G1_16	1207.6	1207.8	0.2	0	0.3	1.00E+00	0.723
L10-1902	G1_16	1208.4	1209.8	1.4	1.05	0.3	8.00E+01	0.723
L10-1902	G1_17	1209.8	1211.2	1.4	1.05	0.3	8.00E+01	0.723
L10-1902	G1_17	1211.9	1212.2	0.3	0.3	0.3	1.00E+00	0.723
L10-1902	G1_18	1214.3	1215.9	1.6	1.6	0.3	1.00E+00	0.723
L10-1902	G1_19	1219.6	1219.8	0.2	0.2	0.3	1.00E+00	0.723
L10-1902	G1_20	1220.4	1221	0.6	0.6	0.3	1.00E+00	0.723
L10-1902	G2_3	1229.4	1229.6	0.2	0.2	0.3	1.00E+00	0.723
L10-1902	G2_5	1231.2	1232.2	1	1	0.3	1.00E+00	0.723
L10-1902	G2_8	1235.8	1236	0.2	0.2	0.3	1.00E+00	0.723
L10-1902	G2_9	1237.4	1237.8	0.4	0.4	0.3	1.00E+00	0.723
L10-1902	G2_9	1239	1239.3	0.3	0.3	0.3	1.00E+00	0.723
L10-1916	S1_3	1021.5	1021.9	0.4	0.4	0.3	1.00E+00	0.723
L10-1916	S1_4+5	1024.4	1024.5	0.1	0.1	0.3	1.00E+00	0.723
L10-1916	S1_4+5	1024.5	1024.6	0.1	0.1	0.3	1.00E+00	0.723
L10-1916	S2_2+3	1048.5	1050	1.5	0.65	0.3	1.60E+02	0.723
L10-1916	S2_2+3	1050	1051.5	1.5	0.65	0.3	1.60E+02	0.723
L10-1916	S2_2+3	1052.5	1053.73	1.23	1.23	0.3	2.80E+02	0.723
L10-1916	S2_2+3	1053.73	1054.97	1.23	1.23	0.3	2.80E+02	0.723
L10-1916	S2_4	1054.97	1056.2	1.23	1.23	0.3	2.80E+02	0.723
L10-1916	S2_5+6	1058.8	1059.75	0.95	0.8	0.3	2.40E+02	0.723
L10-1916	S2_5+6	1059.75	1060.7	0.95	0.8	0.3	2.40E+02	0.723
L10-1916	S2_7+8	1063.7	1065.2	1.5	0.75	0.3	8.00E+01	0.723
L10-1916	S2_7+8	1065.2	1066.7	1.5	0.75	0.3	8.00E+01	0.723
L10-1916	S2_10+11	1071.5	1072.8	1.3	0.75	0.3	1.70E+02	0.723
L10-1916	S2_10+11	1072.8	1074.1	1.3	0.75	0.3	1.70E+02	0.723
L10-1916	S2_13+14	1085.4	1085.75	0.35	0.35	0.3	1.50E+02	0.723
L10-1916	S2_13+14	1085.75	1086.1	0.35	0.35	0.3	1.50E+02	0.723
L10-1916	S2_15+16	1087.7	1088.65	0.95	0.35	0.3	6.00E+01	0.723
L10-1916	S2_15+16	1088.65	1089.6	0.95	0.35	0.3	6.00E+01	0.723
L10-1916	S3_3	1102.6	1102.9	0.3	0.3	0.3	1.00E+00	0.723
L10-1916	S3_3	1104.8	1105.36	0.56	0.3	0.3	1.30E+02	0.723
L10-1916	S3_4-7	1105.36	1105.92	0.56	0.3	0.3	1.30E+02	0.723
L10-1916	S3_4-7	1105.92	1106.48	0.56	0.3	0.3	1.30E+02	0.723
L10-1916	S3_4-7	1106.48	1107.04	0.56	0.3	0.3	1.30E+02	0.723
L10-1916	S3_4-7	1107.04	1107.6	0.56	0.3	0.3	1.30E+02	0.723
L10-1916	S3_4-7	1111.9	1112.7	0.8	0.47	0.3	2.40E+02	0.723
L10-1916	S3_4-7	1112.7	1113.5	0.8	0.47	0.3	2.40E+02	0.723
L10-1916	S3_4-7	1113.5	1114.3	0.8	0.47	0.3	2.40E+02	0.723
L10-1916	S3_4-7	1114.3	1115.1	0.8	0.47	0.3	2.40E+02	0.723
L10-1916	S3_8	1118.2	1118.7	0.5	0.07	0.3	2.20E+02	0.723
L10-1916	S3_9+10	1118.7	1119.2	0.5	0.07	0.3	2.20E+02	0.723
L10-1916	S3_9+10	1119.2	1119.7	0.5	0.07	0.3	2.20E+02	0.723
L10-1916	S3_9+10	1123.6	1124.15	0.55	0.1	0.3	5.50E+01	0.723
L10-1916	S3_9+10	1124.15	1124.7	0.55	0.1	0.3	5.50E+01	0.723
L10-1916	P1_1	1128.9	1130.8	1.9	0.35	0.3	4.50E+01	0.723
L10-1916	P1_2	1130.8	1132.7	1.9	0.35	0.3	4.50E+01	0.723
L10-1916	P1_2	1136	1141.6	5.6	1	0.3	1.00E+02	0.723
L10-1916	P1_2	1142.2	1142.9	0.7	0	0.3	1.00E+00	0.723
L10-1916	P1_2	1144.5	1145.7	1.2	0.4	0.3	6.00E+01	0.723
L10-1916	P1_2	1146.1	1146.7	0.6	0.6	0.3	4.00E+01	0.723
L10-1916	P1_2	1147.2	1148.12	0.92	0.18	0.3	2.00E+02	0.723
L10-1916	P1_4	1148.12	1149.04	0.92	0.18	0.3	2.00E+02	0.723
L10-1916	P1_4	1149.04	1149.96	0.92	0.18	0.3	2.00E+02	0.723
L10-1916	P1_5+6	1149.96	1150.88	0.92	0.18	0.3	2.00E+02	0.723
L10-1916	P1_5+6	1150.88	1151.8	0.92	0.18	0.3	2.00E+02	0.723
