����	����	����	��ȣ�m��	��ˮ��϶��                    (%)	��͸�ʣ�md��	���ͱ��Ͷ�(%)	���ʣ�%��	CPL���ͽ���
Ӣ1-4-B4	1330.0 	1331.6 	1.6 	24.87	209.02	72.28	13.88	1	1.6
Ӣ1-4-B4	1332.4 	1334.3 	1.9 	19.94	79.16	49.55	15.72	1	1.9
Ӣ1-4-B4	1338.2 	1340.2 	2.0 	20.73	93.8	48.58	16.87	1	2.0
Ӣ1-4-B4	1344.6 	1345.9 	1.3 	19.24	67.51	58.09	14.17	1	1.3
Ӣ1-4-B4	1350.1 	1351.7 	1.6 	18.45	56.18	53.95	25.42	11	0.8
Ӣ1-4-B4	1353.7 	1355.1 	1.4 	21.24	104.5	65.68	22.22	1	1.4
Ӣ1-4-B4	1356.3 	1357.6 	1.3 	19.34	69.12	53.65	27.63	1	1.3
Ӣ1-4-B4	1363.6 	1367.7 	4.1 	23.16	152.86	72.96	13.43	1	4.1
Ӣ1-4-B4	1369.6 	1370.9 	1.3 	22.39	131.59	63.45	20.38	11	0.65
Ӣ11-3-B6	358.2 	359.8 	1.6 	26.47	275.09	17.07	20.39	2	0
Ӣ11-3-B6	360.6 	363.0 	2.4 	28.52	382.11	14.3	14.18	2	0
Ӣ11-3-B6	368.1 	370.0 	1.9 	29.82	464.33	15.59	8.35	2	0
Ӣ11-3-B6	375.3 	377.7 	2.4 	26.92	296.37	17.65	15.67	2	0
Ӣ11-3-B6	381.8 	384.4 	2.6 	29.89	469.55	19.49	12.37	2	0
Ӣ11-3-B6	406.0 	408.4 	2.4 	25.78	244.95	24.67	14.97	2	0
Ӣ11-3-B6	419.6 	422.8 	3.2 	24.57	198.16	21.03	12.94	2	0
Ӣ11-3-B6	432.2 	434.0 	1.8 	28.7	392.82	20.77	17.67	2	0
Ӣ11-3-B6	447.0 	449.1 	2.1 	27.03	301.71	11.47	13.68	2	0
Ӣ11-3-B6	451.2 	453.0 	1.8 	28.25	366.48	8.06	13.11	2	0
Ӣ11-3-B6	475.5 	477.9 	2.4 	25.87	248.84	3.71	26.82	2	0
Ӣ11-3-B6	484.3 	487.3 	3.0 	25.51	233.75	19.91	15.38	2	0
Ӣ11-3-B6	491.6 	496.3 	4.7 	33.73	799.48	30.59	24.23	2	0
Ӣ11-3-B6	501.8 	504.5 	2.7 	30.93	546.03	14.92	13.49	2	0
Ӣ11-3-B6	506.0 	508.0 	2.0 	28.34	371.33	21.02	7.95	2	0
Ӣ11-3-B6	516.2 	519.2 	3.0 	26.98	299	17.86	11.27	2	0
Ӣ11-3-B6	522.8 	527.1 	4.3 	24.83	207.49	19.7	13.68	2	0
Ӣ11-3-B6	529.4 	532.6 	3.2 	28.13	359.19	13.62	16.99	2	0
Ӣ11-3-B6	535.5 	540.4 	4.9 	28.84	400.94	12.81	9.81	2	0
Ӣ11-3-B6	543.6 	544.7 	1.1 	23.99	178.46	2.3	25.88	2	0
Ӣ11-3-B6	549.1 	553.3 	4.2 	29.55	446.21	14.86	7.98	2	0
Ӣ11-3-B6	559.6 	565.0 	5.4 	27.99	351.59	13.27	17.1	2	0
Ӣ11-3-B6	569.1 	575.2 	6.1 	29.84	466.19	19.12	6.71	2	0
Ӣ11-3-B6	583.7 	586.1 	2.4 	29.66	453.75	20.7	15.92	2	0
Ӣ11-3-B6	590.4 	594.0 	3.6 	27.08	304.07	16.77	13.3	2	0
Ӣ11-3-B6	596.0 	599.7 	3.7 	24.08	181.43	9.59	18.36	2	0
Ӣ11-3-B6	601.2 	602.4 	1.2 	31.29	574	10.13	24.99	2	0
Ӣ11-3-B6	610.0 	612.4 	2.4 	27.51	325.97	10.41	11.3	2	0
Ӣ11-3-B6	614.3 	617.4 	3.1 	25.03	215.1	14.32	13.86	2	0
Ӣ11-3-B6	621.8 	623.3 	1.5 	27.92	347.77	0	11.26	2	0
Ӣ11-3-B6	629.5 	634.0 	4.5 	26.07	257.25	5.8	11.08	2	0
Ӣ11-3-B6	635.0 	639.8 	4.8 	24.7	202.84	6.52	17.29	2	0
Ӣ11-3-B6	641.7 	646.1 	4.4 	27.43	321.49	10.63	7.69	2	0
Ӣ11-3-B6	649.5 	651.3 	1.8 	22.95	146.79	11.98	25.1	2	0
Ӣ11-3-B6	652.5 	654.0 	1.5 	25.9	250.04	2.87	20.78	2	0
Ӣ11-3-B6	657.0 	663.1 	6.1 	26.94	297.38	7.44	10.12	2	0
Ӣ11-3-B6	666.5 	668.3 	1.8 	21.7	114.79	10.38	8.39	2	0
Ӣ11-3-B6	676.0 	678.8 	2.8 	29.05	414.37	8.41	12.82	2	0
Ӣ11-3-B6	680.4 	684.1 	3.7 	28.76	395.97	9.88	26.6	2	0
Ӣ11-3-B6	686.0 	689.7 	3.7 	27.59	329.86	25.64	15.65	2	0
Ӣ11-3-B6	694.7 	706.7 	12.0 	27.76	339.05	23.26	7.09	2	0
Ӣ11-3-B6	715.5 	719.0 	3.5 	27.64	332.9	18.17	16.42	2	0
Ӣ11-3-B6	730.0 	734.0 	4.0 	25.01	214.11	14.28	22.25	2	0
Ӣ11-3-B6	735.1 	740.0 	4.9 	24.9	210.28	19.79	27.48	2	0
Ӣ11-3-B6	741.7 	742.9 	1.2 	25.39	229.07	29	35.68	2	0
Ӣ11-3-B6	746.0 	752.0 	6.0 	29.71	457.38	3.9	14.79	2	0
Ӣ11-3-B6	757.2 	758.7 	1.5 	22.05	123	16.88	38.45	2	0
Ӣ11-3-B6	762.0 	764.3 	2.3 	28	352.19	13.81	12.54	2	0
Ӣ11-3-B6	767.0 	770.0 	3.0 	27.82	342.36	20.81	5.59	2	0
Ӣ11-3-B6	774.0 	777.0 	3.0 	24.79	206.04	20.02	16.55	2	0
Ӣ11-3-B6	779.2 	782.9 	3.7 	27.01	300.52	14.39	9.64	2	0
Ӣ11-3-B6	787.8 	790.1 	2.3 	24.05	180.52	18.79	29.37	2	0
Ӣ11-3-B6	794.0 	796.0 	2.0 	26.62	282.05	14.33	11.59	2	0
Ӣ11-3-B6	798.0 	799.2 	1.2 	0.1	0	0	37.44	2	0
Ӣ11-3-B6	800.6 	801.8 	1.2 	0.1	0	0	36.02	2	0
Ӣ11-3-B6	802.5 	806.7 	4.2 	27.08	303.84	22.96	10.07	2	0
Ӣ11-3-B6	808.4 	811.8 	3.4 	24.8	206.46	17.3	19.86	2	0
Ӣ11-3-B6	813.7 	815.1 	1.4 	29	410.79	38.27	24.15	2	0
Ӣ11-3-B6	816.1 	820.1 	4.0 	28.1	357.94	24.55	14.04	2	0
Ӣ11-3-B6	822.6 	827.1 	4.5 	26.34	269.22	17.86	20.36	2	0
Ӣ11-3-B6	835.8 	837.0 	1.2 	0.1	0	0	35.92	2	0
Ӣ11-3-B6	838.0 	842.5 	4.5 	18.04	50.91	13.61	36.73	2	0
Ӣ11-3-B6	844.5 	850.8 	6.3 	24.16	184.09	18.94	9.54	2	0
Ӣ11-3-B6	854.0 	856.1 	2.1 	27.98	350.88	14.3	13.78	2	0
Ӣ11-3-B6	857.3 	858.5 	1.2 	25.51	233.84	11.38	19.58	2	0
Ӣ11-3-B6	861.3 	865.7 	4.4 	27.23	311.64	26.05	8.5	2	0
Ӣ11-3-B6	867.3 	868.6 	1.3 	25.81	246.05	22.18	19.81	2	0
Ӣ11-3-B6	872.9 	875.5 	2.6 	25.23	222.81	35.9	46.55	2	0
Ӣ11-3-B6	877.1 	878.2 	1.1 	0.1	0	0	99.9	2	0
Ӣ11-3-B6	880.2 	884.0 	3.8 	25.14	219.38	19.64	17.45	2	0
Ӣ11-3-B6	885.8 	886.6 	0.8 	24.79	205.96	38.78	16.31	2	0
Ӣ11-3-B6	890.4 	894.5 	4.1 	23.84	173.44	18.5	14.4	2	0
Ӣ11-3-B6	896.0 	898.4 	2.4 	28.79	397.99	26.35	6.47	2	0
Ӣ11-3-B6	899.8 	902.6 	2.8 	23.81	172.45	17.79	27.94	2	0
Ӣ11-3-B6	905.5 	911.6 	6.1 	24.76	205.2	18.43	11.23	2	0
Ӣ11-3-B6	915.3 	917.1 	1.8 	22.57	136.49	10.71	21.97	2	0
Ӣ11-3-B6	918.1 	920.0 	1.9 	0.1	0	0	86.47	2	0
Ӣ11-3-B6	922.2 	926.2 	4.0 	21.64	113.35	22.31	23.75	2	0
Ӣ11-3-B6	927.8 	933.0 	5.2 	24.76	204.85	24.39	15.44	2	0
Ӣ11-3-B6	935.8 	938.5 	2.7 	21.96	120.96	22.8	31.18	2	0
Ӣ11-3-B6	939.7 	945.1 	5.4 	27.5	325.31	21.98	10.41	2	0
Ӣ11-3-B6	949.3 	953.5 	4.2 	25.57	236.14	24.48	11.15	2	0
Ӣ11-3-B6	958.4 	959.4 	1.0 	24.87	209.15	12	34.24	2	0
Ӣ11-3-B6	965.7 	970.9 	5.2 	26.69	285.17	25.13	10.42	2	0
Ӣ11-3-B6	973.4 	979.8 	6.4 	25.69	241.28	23.2	12.34	2	0
Ӣ11-3-B6	981.3 	983.1 	1.8 	25.03	215.06	17.35	21.11	2	0
Ӣ11-3-B6	988.0 	990.0 	2.0 	23.89	175.05	24.55	41.57	2	0
Ӣ11-3-B6	994.5 	999.1 	4.6 	25.65	239.56	25.97	10.69	2	0
Ӣ11-3-B6	1003.6 	1004.9 	1.3 	17.63	46	23.11	19.53	2	0
Ӣ11-3-B6	1007.0 	1009.7 	2.7 	22.88	144.85	20.47	18.86	2	0
Ӣ11-3-B6	1011.5 	1012.5 	1.0 	22.23	127.6	27.02	23.84	2	0
Ӣ11-3-B6	1015.6 	1017.8 	2.2 	21.7	114.78	29.66	8.72	2	0
Ӣ11-3-B6	1022.0 	1024.0 	2.0 	26.96	298.22	16.54	14.49	2	0
Ӣ11-3-B6	1028.5 	1035.6 	7.1 	25.22	222.31	23.95	11.9	2	0
Ӣ11-3-B6	1040.8 	1044.9 	4.1 	21.12	101.87	20.36	20.99	2	0
Ӣ11-3-B6	1049.5 	1051.4 	1.9 	25.02	214.66	13.55	39.69	2	0
Ӣ11-3-B6	1054.3 	1056.5 	2.2 	24.01	179.08	27.75	13.89	2	0
Ӣ11-3-B6	1062.4 	1063.6 	1.2 	0.1	0	0	36.21	2	0
Ӣ11-3-B6	1066.9 	1068.0 	1.1 	22.12	124.84	7.38	29.52	2	0
Ӣ11-3-B6	1069.3 	1070.7 	1.4 	20.76	94.47	22.15	25.9	2	0
Ӣ11-3-B6	1073.7 	1082.8 	9.1 	25.49	232.85	29.71	11.42	2	0
Ӣ11-3-B6	1085.6 	1088.4 	2.8 	22.52	135.1	27.62	20.37	2	0
Ӣ11-3-B6	1091.0 	1092.8 	1.8 	16.53	34.6	32.91	22.69	2	0
Ӣ11-3-B6	1094.7 	1096.4 	1.7 	23.69	168.86	28.05	16.11	2	0
Ӣ11-3-B6	1102.5 	1104.4 	1.9 	20.3	85.54	31.64	30.03	2	0
Ӣ11-3-B6	1106.2 	1108.0 	1.8 	18.98	63.58	22.89	24.28	2	0
Ӣ11-3-B6	1120.4 	1121.9 	1.5 	19.85	77.54	27.77	28.16	2	0
Ӣ11-3-B6	1123.2 	1126.0 	2.8 	26.89	294.71	21.33	8.09	2	0
Ӣ11-3-B6	1127.6 	1128.8 	1.2 	21.33	106.37	12.89	17.34	2	0
Ӣ11-3-B6	1132.0 	1135.3 	3.3 	19.29	68.33	26.75	20.92	4	0
Ӣ11-3-B6	1136.9 	1140.6 	3.7 	22.82	143.16	27.88	14.1	2	0
Ӣ11-3-B6	1148.5 	1150.5 	2.0 	21.36	106.94	28.99	14.06	2	0
Ӣ11-3-B6	1155.9 	1157.4 	1.5 	19.98	79.83	24.38	14.83	2	0
Ӣ11-3-B6	1159.6 	1161.2 	1.6 	16.75	36.7	12.87	23.21	2	0
Ӣ11-3-B6	1175.4 	1180.0 	4.6 	21.18	103.23	20.13	17.16	2	0
Ӣ11-3-B6	1181.2 	1184.2 	3.0 	22.61	137.52	22.14	17.75	2	0
Ӣ11-3-B6	1197.1 	1202.0 	4.9 	21.25	104.56	35.3	31.03	2	0
Ӣ11-3-B6	1206.0 	1207.7 	1.7 	21.56	111.59	11.9	25.54	2	0
Ӣ11-3-B6	1209.0 	1211.6 	2.6 	22.27	128.58	12.71	25.87	2	0
Ӣ11-3-B6	1212.5 	1216.5 	4.0 	26.36	270.13	14.09	18.18	2	0
Ӣ11-3-B6	1219.1 	1220.9 	1.8 	22.31	129.56	28.79	20.43	2	0
Ӣ11-3-B6	1221.9 	1224.9 	3.0 	24.53	196.6	23.49	12.14	2	0
Ӣ11-3-B6	1230.7 	1233.8 	3.1 	21.8	117.2	31.96	24.66	2	0
Ӣ11-3-B6	1235.0 	1236.5 	1.5 	20.53	89.91	19.18	25.31	2	0
Ӣ11-3-B6	1237.3 	1239.8 	2.5 	22.26	128.31	26.26	27.28	2	0
Ӣ11-3-B6	1241.6 	1243.7 	2.1 	15.55	26.47	0	26.28	2	0
Ӣ11-3-B6	1247.7 	1250.5 	2.8 	25.47	232.24	20.79	20.13	2	0
Ӣ11-3-B6	1254.4 	1256.6 	2.2 	26.42	272.68	27.2	26.24	4	0
Ӣ11-3-B6	1261.6 	1263.0 	1.4 	19.31	68.65	26.32	28.7	4	0
Ӣ11-3-B6	1265.8 	1267.3 	1.5 	23.67	168.31	45.77	28.87	11	0.75
Ӣ11-3-B6	1270.3 	1271.7 	1.4 	21.01	99.52	49.94	26.34	11	0.7
Ӣ11-3-B6	1273.2 	1275.7 	2.5 	29.8	463.58	51.12	22.73	11	1.25
Ӣ11-3-B6	1280.4 	1283.7 	3.3 	22.19	126.57	58.08	17.4	1	3.3
Ӣ11-3-B6	1288.3 	1290.9 	2.6 	21.05	100.44	50.39	29.86	11	1.3
Ӣ11-3-B6	1295.2 	1298.0 	2.8 	20.51	89.44	21.73	24.66	4	0
Ӣ11-3-B6	1300.6 	1304.9 	4.3 	25.78	244.91	31.02	34.05	4	0
Ӣ11-3-B6	1312.0 	1318.3 	6.3 	27.32	316.09	30.25	19.95	4	0
Ӣ11-3-B6	1332.3 	1337.8 	5.5 	17.43	43.71	33.42	21.85	4	0
Ӣ11-3-B6	1350.8 	1355.0 	4.2 	17.95	49.84	40.19	23.64	7	0
Ӣ11-3-B6	1366.0 	1369.8 	3.8 	18.16	52.35	33.23	17.3	11	1.9
Ӣ11-3-B6	1379.3 	1381.3 	2.0 	18.07	51.29	47.39	21.37	9	0
Ӣ11-3-B6	1394.9 	1395.8 	0.9 	11.58	7.24	50.44	71.84	11	0.45
Ӣ11-3-B6	1400.2 	1403.6 	3.4 	24.55	197.6	60.97	13.47	1	3.4
Ӣ11-3-B6	1406.4 	1409.1 	2.7 	19.59	73.17	45.31	24.22	6	1.35
Ӣ11-3-B6	1410.0 	1410.9 	0.9 	18.93	62.98	30.56	30.68	4	0
Ӣ11-3-B6	1412.5 	1416.9 	4.4 	22.8	142.69	60.57	21.91	1	4.4
Ӣ11-3-B6	1419.1 	1421.0 	1.9 	22.03	122.67	56.93	13.18	1	1.9
Ӣ11-3-B6	1421.8 	1424.7 	2.9 	22.35	130.67	53.48	25.07	1	2.9
Ӣ11-3-B6	1426.0 	1428.1 	2.1 	21.61	112.56	33.91	23.41	10	1.05
Ӣ11-3-B6	1429.7 	1431.0 	1.3 	17.58	45.46	44.62	30.77	6	0.65
Ӣ11-3-B6	1432.7 	1435.2 	2.5 	17.82	48.28	45.09	29.12	6	1.25
Ӣ11-3-B6	1441.2 	1442.6 	1.4 	17.29	42.27	60.56	22.23	1	1.4
Ӣ11-3-B6	1443.7 	1448.7 	5.0 	20.98	98.83	59.7	6.45	1	5.0
Ӣ11-3-B6	1463.1 	1464.4 	1.3 	19.55	72.46	58.2	18.65	1	1.3
Ӣ11-3-B6	1466.3 	1467.6 	1.3 	21.8	117.03	50.04	12.98	6	0.65
Ӣ11-3-B6	1472.6 	1475.0 	2.4 	18.67	59.2	36.42	18.66	10	1.2
Ӣ11-3-B6	1482.8 	1484.6 	1.8 	17.75	47.38	60.67	17.9	1	1.8
Ӣ11-3-B6	1488.0 	1489.1 	1.1 	16.9	38.18	56.58	13.75	1	1.1
Ӣ11-3-B6	1495.0 	1496.9 	1.9 	18.73	60.09	37.58	19.93	10	0.95
Ӣ11-3-B6	1501.0 	1502.5 	1.5 	23.02	148.75	65.07	21.14	1	1.5
Ӣ11-3-B6	1506.7 	1507.8 	1.1 	17.64	46.16	57.85	33.18	1	1.1
Ӣ11-3-B6	1508.4 	1509.6 	1.2 	19.14	66	48.33	32.02	1	1.2
Ӣ11-3-B6	1511.1 	1512.1 	1.0 	19.46	71	60.37	17.69	1	1.0
Ӣ11-3-B6	1513.3 	1517.3 	4.0 	16.65	35.73	59.11	25.41	1	4.0
Ӣ11-3-B6	1518.4 	1519.6 	1.2 	18.86	61.88	62.75	25.09	1	1.2
Ӣ11-3-B6	1525.5 	1527.4 	1.9 	14.53	19.64	64.43	19.42	1	1.9
Ӣ11-3-B6	1535.1 	1536.8 	1.7 	15.25	24.31	58.42	27.17	1	1.7
Ӣ11-3-B6	1542.0 	1549.1 	7.1 	18.26	53.69	61.34	19.31	1	7.1
Ӣ11-3-B6	1552.2 	1560.3 	8.1 	25.96	252.44	45.36	19.45	6	4.05
Ӣ11-3-B6	1562.5 	1565.2 	2.7 	18.51	57.01	51.18	20.27	11	1.35
Ӣ11-3-B6	1567.2 	1570.2 	3.0 	22.2	126.82	60.93	10.31	1	3.0
Ӣ11-3-B6	1580.0 	1582.0 	2.0 	21.93	120.21	46.55	20.82	6	1.0
Ӣ11-3-B6	1591.8 	1593.5 	1.7 	24.05	180.33	65.35	22.24	1	1.7
Ӣ11-3-B6	1595.0 	1596.2 	1.2 	18.94	63.01	41.51	28.86	6	0.6
Ӣ11-3-B6	1612.0 	1614.4 	2.4 	22.96	147	62.99	22.84	1	2.4
Ӣ11-3-B6	1620.9 	1621.9 	1.0 	20.69	93.08	57.74	19.96	1	1.0
Ӣ11-3-B6	1624.2 	1625.3 	1.1 	17.29	42.2	33.76	21.77	4	0
Ӣ11-3-B6	1632.4 	1633.7 	1.3 	20.32	86.02	44.99	31.42	6	0.65
Ӣ11-3-B6	1634.6 	1636.1 	1.5 	21.11	101.73	43.78	26.15	6	0.75
Ӣ11-3-B6	1641.1 	1642.0 	0.9 	17.59	45.55	49.81	28.05	11	0.45
Ӣ11-3-B6	1650.6 	1651.7 	1.1 	16.43	33.7	51.07	21.4	11	0.55
Ӣ11-3-B6	1657.0 	1659.7 	2.7 	22.17	126.13	61.6	30.56	1	2.7
Ӣ11-3-B6	1661.0 	1662.9 	1.9 	15.72	27.8	51.52	24.81	11	0.95
Ӣ11-3-B6	1666.3 	1668.4 	2.1 	18.13	52.04	50.89	14.16	11	1.05
Ӣ11-3-B6	1671.7 	1673.7 	2.0 	13.22	12.94	27.35	30.06	4	0
Ӣ11-3-B6	1676.0 	1677.4 	1.4 	18.18	52.7	49.96	24.81	11	0.7
Ӣ11-3-B6	1680.9 	1682.1 	1.2 	15.5	26.14	56.59	32.15	5	0.6
Ӣ11-3-B6	1682.7 	1684.1 	1.4 	11.91	8.19	22.64	39.38	4	0
Ӣ11-3-B6	1685.5 	1686.9 	1.4 	13.81	15.71	34.96	31.05	4	0
Ӣ11-3-B6	1690.7 	1694.0 	3.3 	13.23	13.02	50.75	27.31	11	1.65
Ӣ11-3-B6	1696.0 	1698.6 	2.6 	13.77	15.49	49.54	31.59	11	1.3
Ӣ11-3-B6	1706.2 	1709.1 	2.9 	18.82	61.26	59.56	32.19	1	2.9
Ӣ1-6-A4	350.9 	354.8 	3.9 	24.15	264.5	12.79	6.97	2	0
Ӣ1-6-A4	357.9 	360.7 	2.8 	23.35	228.14	18.9	18.28	2	0
Ӣ1-6-A4	367.8 	371.6 	3.8 	22.23	183.9	22.1	14.92	2	0
Ӣ1-6-A4	383.6 	386.2 	2.6 	16.99	56.34	21.13	22.1	2	0
Ӣ1-6-A4	389.8 	392.1 	2.3 	26.76	415.56	23.94	18.51	2	0
Ӣ1-6-A4	396.5 	400.1 	3.6 	21.45	156.96	9.39	8.21	2	0
Ӣ1-6-A4	407.1 	409.5 	2.4 	22.53	194.85	8.85	8.51	2	0
Ӣ1-6-A4	412.6 	414.6 	2.0 	25.01	308.33	11.15	10.02	2	0
Ӣ1-6-A4	415.8 	419.7 	3.9 	21.51	158.89	10.49	9.01	2	0
Ӣ1-6-A4	420.7 	421.8 	1.1 	20.83	137.98	16.63	13.79	2	0
Ӣ1-6-A4	425.5 	428.6 	3.1 	21.08	145.44	15.17	7.1	2	0
Ӣ1-6-A4	437.1 	441.4 	4.3 	24.41	277.3	19.11	7.52	2	0
Ӣ1-6-A4	449.2 	453.2 	4.0 	23.39	229.62	13.03	7.98	2	0
Ӣ1-6-A4	456.0 	457.9 	1.9 	20.23	121.44	13.7	24.01	2	0
Ӣ1-6-A4	459.2 	463.2 	4.0 	19.64	106.54	15.89	14.85	2	0
Ӣ1-6-A4	477.6 	479.7 	2.1 	22.16	181.37	1.85	9.14	2	0
Ӣ1-6-A4	489.2 	491.7 	2.5 	22.12	179.74	24.19	18.91	2	0
Ӣ1-6-A4	492.5 	496.7 	4.2 	21.54	160.01	22.55	12.9	2	0
Ӣ1-6-A4	506.7 	508.5 	1.8 	24.15	264.77	16.51	6.74	2	0
Ӣ1-6-A4	513.0 	516.1 	3.1 	23.58	237.94	13.5	10.97	2	0
Ӣ1-6-A4	518.1 	520.1 	2.0 	21.01	143.33	18.43	17.47	2	0
Ӣ1-6-A4	521.4 	522.9 	1.5 	24.63	288.64	26.63	22.4	2	0
Ӣ1-6-A4	525.7 	527.2 	1.5 	23.53	236.06	45.31	19.41	6	0.75
Ӣ1-6-A4	530.8 	532.3 	1.5 	23.45	232.38	13.38	17.61	2	0
Ӣ1-6-A4	537.5 	544.6 	7.1 	27.42	462.29	11.47	2.12	2	0
Ӣ1-6-A4	551.6 	555.7 	4.1 	24.11	262.53	22.43	5.27	10	2.05
Ӣ1-6-A4	559.3 	561.6 	2.3 	21.74	166.56	20.38	12.04	2	0
Ӣ1-6-A4	562.5 	564.5 	2.0 	25.32	325.65	23.34	5.63	2	0
Ӣ1-6-A4	566.1 	567.3 	1.2 	22.45	191.86	44.72	23.42	6	0.6
Ӣ1-6-A4	573.9 	578.6 	4.7 	24.75	294.96	22.08	14.02	2	0
Ӣ1-6-A4	580.8 	583.1 	2.3 	19.46	102.26	13.06	35.21	2	0
Ӣ1-6-A4	586.2 	590.7 	4.5 	26.53	399.89	26.39	11.19	2	0
Ӣ1-6-A4	599.8 	601.6 	1.8 	19.14	95.18	36.03	7.84	10	0.9
Ӣ1-6-A4	603.3 	605.8 	2.5 	22.55	195.74	7.46	5.33	2	0
Ӣ1-6-A4	606.7 	609.6 	2.9 	20.19	120.34	1.53	9.98	2	0
Ӣ1-6-A4	613.1 	617.3 	4.2 	21.4	155.43	13.17	6.84	2	0
Ӣ1-6-A4	622.7 	624.7 	2.0 	15.29	35.41	23.45	7.35	4	0
Ӣ1-6-A4	637.6 	642.0 	4.4 	14.99	32.42	2.07	7.43	2	0
Ӣ1-6-A4	653.6 	655.7 	2.1 	15.01	32.64	17.69	12.64	2	0
Ӣ1-6-A4	661.1 	664.0 	2.9 	18.58	83.48	6.49	15.63	2	0
Ӣ1-6-A4	665.6 	667.1 	1.5 	17.58	65.45	48.08	15.02	11	0.75
Ӣ1-6-A4	669.7 	672.0 	2.3 	18.19	76.01	17.92	27.7	2	0
Ӣ1-6-A4	679.7 	683.1 	3.4 	20.45	127.2	19.57	9.83	2	0
Ӣ1-6-A4	686.3 	687.8 	1.5 	21.1	146.12	46.09	7.27	6	0.75
Ӣ1-6-A4	689.6 	694.0 	4.4 	21.62	162.46	46.66	6.99	6	2.2
Ӣ1-6-A4	706.1 	711.0 	4.9 	20.95	141.59	6.12	3.02	2	0
Ӣ1-6-A4	716.2 	724.7 	8.5 	20.96	141.73	50.32	8.36	6	4.25
Ӣ1-6-A4	732.3 	733.8 	1.5 	14.62	29.11	17.71	25.45	4	0
Ӣ1-6-A4	734.6 	736.8 	2.2 	17.91	71	14.96	24.46	2	0
Ӣ1-6-A4	757.2 	759.3 	2.1 	21.94	173.25	59.5	11.93	1	2.1
Ӣ1-6-A4	760.3 	762.1 	1.8 	20.96	141.72	45.23	12.26	6	0.9
Ӣ1-6-A4	774.3 	777.7 	3.4 	25.44	332.69	62.59	13.22	5	1.7
Ӣ1-6-A4	791.0 	792.9 	1.9 	23.92	253.77	62.73	9.82	5	0.95
Ӣ1-6-A4	809.2 	810.3 	1.1 	20.33	124.15	52.13	23.31	5	0.55
Ӣ1-6-A4	821.5 	823.6 	2.1 	17.51	64.27	50.66	39.84	11	1.05
Ӣ1-6-A4	824.7 	826.2 	1.5 	21.21	149.49	19.43	33.89	4	0
Ӣ1-6-A4	827.7 	829.5 	1.8 	16.85	54.26	67.03	15.82	1	1.8
Ӣ1-6-A4	834.3 	836.6 	2.3 	20.14	119.02	51.76	44.67	1	2.3
Ӣ1-6-A4	846.3 	848.0 	1.7 	19.67	107.24	66.76	13.28	1	1.7
Ӣ1-6-A4	849.8 	853.8 	4.0 	21.79	168.21	71.85	11.27	1	4.0
Ӣ1-6-A4	858.8 	860.1 	1.3 	27.21	447.22	68.59	23.3	11	0.65
Ӣ1-6-A4	862.6 	864.3 	1.7 	20.34	124.41	70.38	9.07	1	1.7
Ӣ1-6-A4	865.1 	866.5 	1.4 	20.74	135.33	60.7	26.8	11	0.7
Ӣ1-6-A4	867.1 	868.1 	1.0 	20.4	126.02	53.53	13.55	11	0.5
Ӣ1-6-A4	869.1 	870.5 	1.4 	17.63	66.18	49.41	17.98	11	0.7
Ӣ1-6-A4	871.2 	874.0 	2.8 	20.37	125.02	58.44	11.4	1	2.8
Ӣ1-6-A4	882.6 	887.9 	5.3 	24.19	266.51	72.41	9.63	1	5.3
Ӣ1-6-A4	891.1 	892.5 	1.4 	21.66	163.89	69.18	12.09	1	1.4
Ӣ1-6-A4	894.8 	896.7 	1.9 	20.95	141.58	63.18	7.45	1	1.9
Ӣ1-6-A4	904.1 	907.3 	3.2 	22.48	192.88	64.88	11.15	1	3.2
Ӣ1-6-A4	912.0 	916.5 	4.5 	22.32	187.18	67.47	8.36	1	4.5
Ӣ1-6-A4	917.9 	922.4 	4.5 	24.39	276.41	65.17	13.34	1	4.5
Ӣ1-6-A4	928.3 	929.4 	1.1 	17.83	69.63	19.98	26.51	4	0
Ӣ1-6-A4	938.7 	941.4 	2.7 	23.23	223.18	68.64	8.61	1	2.7
Ӣ1-6-A4	943.9 	946.0 	2.1 	23.76	246.25	73.42	8.8	1	2.1
Ӣ1-6-A4	950.4 	952.5 	2.1 	19.05	93.24	47.48	21.92	11	1.05
Ӣ1-6-A4	955.6 	957.0 	1.4 	19.67	107.16	63.48	7.02	1	1.4
Ӣ1-6-A4	957.8 	960.2 	2.4 	20.73	135.12	65.36	17.66	1	2.4
Ӣ1-6-A4	961.6 	963.5 	1.9 	20.91	140.43	75.45	14.7	1	1.9
Ӣ1-6-A4	964.3 	966.7 	2.4 	20.38	125.24	63.07	10.9	1	2.4
Ӣ1-6-A4	968.6 	971.4 	2.8 	18.86	89.15	55.02	8.65	1	2.8
Ӣ1-6-A4	972.1 	973.8 	1.7 	19.26	97.85	54.51	21.4	1	1.7
Ӣ1-6-A4	976.8 	978.8 	2.0 	22.7	201.5	69.41	11.56	1	2.0
Ӣ1-6-A4	979.8 	981.3 	1.5 	20.7	134.38	64.14	13.29	1	1.5
Ӣ1-6-A4	985.4 	989.2 	3.8 	20.63	132.18	65.28	8.83	1	3.8
Ӣ1-6-A4	993.0 	994.3 	1.3 	28.31	532.4	64.39	36.61	1	1.3
Ӣ1-6-A4	1000.3 	1006.3 	6.0 	23.54	236.33	75.42	7.95	1	6.0
